10,"40-Mile Air",\N,"Q5","MLA","MILE-AIR","United States","Y"
21,"Aigle Azur",\N,"ZI","AAF","AIGLE AZUR","France","Y"
24,"American Airlines",\N,"AA","AAL","AMERICAN","United States","Y"
28,"Asiana Airlines",\N,"OZ","AAR","ASIANA","Republic of Korea","Y"
29,"Askari Aviation",\N,"4K","AAS","AL-AAS","Pakistan","Y"
32,"Afriqiyah Airways",\N,"8U","AAW","AFRIQIYAH","Libya","Y"
35,"Allegiant Air",\N,"G4","AAY","ALLEGIANT","United States","Y"
42,"ABSA - Aerolinhas Brasileiras",\N,"M3","TUS","ABSA Cargo","Brazil","Y"
43,"Abaet",\N,"","ABJ","Abaet","Brazil","N"
55,"Astral Aviation",\N,"8V","ACP","ASTRAL CARGO","Kenya","Y"
68,"Air Tindi",\N,"8T","","","Canadian Territories","Y"
83,"Adria Airways",\N,"JP","ADR","ADRIA","Slovenia","Y"
90,"Air Europa",\N,"UX","AEA","EUROPA","Spain","Y"
96,"Aegean Airlines",\N,"A3","AEE","AEGEAN","Greece","Y"
106,"Air Europe",\N,"PE","AEL","AIR EUROPE","Italy","Y"
109,"Alaska Central Express",\N,"KO","AER","ACE AIR","United States","Y"
116,"Air Italy",\N,"I9","AEY","AIR ITALY","Italy","Y"
125,"Ariana Afghan Airlines",\N,"FG","AFG","ARIANA","Afghanistan","Y"
130,"Aeroflot Russian Airlines",\N,"SU","AFL","AEROFLOT","Russia","Y"
132,"Air Bosna",\N,"JA","BON","AIR BOSNA","Bosnia and Herzegovina","Y"
137,"Air France",\N,"AF","AFR","AIRFRANS","France","Y"
139,"Air Caledonie International",\N,"SB","ACI","AIRCALIN","France","Y"
146,"Air Salone",\N,"2O","","","Sierra Leone","Y"
151,"Air Senegal International",\N,"V7","SNG","AIR SENEGAL","Senegal","N"
153,"Air Namibia",\N,"SW","NMB","NAMIBIA","Namibia","Y"
179,"Aeroper",\N,"PL","PLI","Aeroperu","Peru","Y"
197,"Azerbaijan Airlines",\N,"J2","AHY","AZAL","Azerbaijan","Y"
214,"Air Berlin",\N,"AB","BER","AIR BERLIN","Germany","Y"
218,"Air India Limited",\N,"AI","AIC","AIRINDIA","India","Y"
220,"Air Bourbon",\N,"ZB","BUB","BOURBON","Reunion","Y"
221,"Air Atlanta Icelandic",\N,"CC","ABD","ATLANTA","Iceland","Y"
225,"Air Tahiti Nui",\N,"TN","THT","TAHITI AIRLINES","France","Y"
231,"Arkia Israel Airlines",\N,"IZ","AIZ","ARKIA","Israel","Y"
240,"Air One",\N,"AP","ADH","HERON","Italy","Y"
241,"Air Sahara",\N,"S2","RSH","SAHARA","India","Y"
242,"Air Malta",\N,"KM","AMC","AIR MALTA","Malta","Y"
246,"Amerijet International",\N,"M6","AJT","AMERIJET","United States","N"
312,"Air Sicilia",\N,"BM","","","Italy","Y"
316,"Air Macau",\N,"NX","AMU","AIR MACAO","Macao","Y"
319,"Air Seychelles",\N,"HM","SEY","SEYCHELLES","Seychelles","Y"
321,"AeroMéxico",\N,"AM","AMX","AEROMEXICO","Mexico","Y"
324,"All Nippon Airways","ANA All Nippon Airways","NH","ANA","ALL NIPPON","Japan","Y"
328,"Air Niugini",\N,"PX","ANG","NUIGINI","Papua New Guinea","Y"
329,"Air Arabia",\N,"G9","ABY","ARABIA","United Arab Emirates","Y"
330,"Air Canada",\N,"AC","ACA","AIR CANADA","Canada","Y"
333,"Air Baltic",\N,"BT","BTI","AIRBALTIC","Latvia","Y"
336,"Air Nippon",\N,"EL","ANK","ANK AIR","Japan","Y"
338,"Airnorth",\N,"TL","ANO","TOPEND","Australia","Y"
341,"Air North Charter - Canada",\N,"4N","ANT","AIR NORTH","Canada","Y"
345,"Air New Zealand",\N,"NZ","ANZ","NEW ZEALAND","New Zealand","Y"
386,"Aero Flight",\N,"GV","ARF","Aero Fox","Germany","Y"
397,"Arrow Air",\N,"JW","APW","BIG A","United States","Y"
407,"Arik Air",\N,"W3","ARA","ARIK AIR","Nigeria","N"
410,"Aerocondor",\N,"2B","ARD","AEROCONDOR","Portugal","Y"
412,"Aerolineas Argentinas",\N,"AR","ARG","ARGENTINA","Argentina","Y"
426,"Air Armenia",\N,"QN","ARR","AIR ARMENIA","Armenia","N"
439,"Alaska Airlines",\N,"AS","ASA"," Inc.","ALASKA","Y"
442,"Air Sinai",\N,"4D","ASD","AIR SINAI","Egypt","Y"
462,"Astrakhan Airlines",\N,"OB","ASZ","AIR ASTRAKHAN","Russia","Y"
470,"Air Burkina",\N,"2J","VBW","BURKINA","Burkina Faso","Y"
476,"Airlines Of Tasmania",\N,"FO","ATM","AIRTAS","Australia","Y"
477,"Air Saint Pierre",\N,"PJ","SPM","","France","Y"
491,"Austrian Airlines",\N,"OS","AUA","AUSTRIAN","Austria","Y"
502,"Abu Dhabi Amiri Flight",\N,"MO","AUH","SULTAN","United Arab Emirates","Y"
503,"Aeroflot-Nord",\N,"5N","AUL","DVINA","Russia","Y"
508,"Aurigny Air Services",\N,"GR","AUR","AYLINE","United Kingdom","Y"
515,"Avianca - Aerovias Nacionales de Colombia",\N,"AV","AVA"," S.A.","AVIANCA","Y"
524,"Air Vanuatu",\N,"NF","AVN","AIR VAN","Vanuatu","Y"
543,"Air Bangladesh",\N,"B9","BGD","AIR BANGLA","Bangladesh","Y"
563,"Aeroline GmbH",\N,"7E","AWU","SYLT-AIR","Germany","Y"
567,"Air Caraïbes",\N,"TX","FWI","FRENCH WEST","France","Y"
569,"Air India Express",\N,"IX","AXB","EXPRESS INDIA","India","Y"
576,"AirAsia","Air Asia","AK","AXM","ASIAN EXPRESS","Malaysia","Y"
595,"Atlant-Soyuz Airlines",\N,"3G","AYZ","ATLANT-SOYUZ","Russia","Y"
596,"Alitalia",\N,"AZ","AZA","ALITALIA","Italy","Y"
603,"Amaszonas",\N,"Z8","AZN","","Bolivia","Y"
608,"Air Zimbabwe",\N,"UM","AZW","AIR ZIMBABWE","Zimbabwe","Y"
622,"Aserca Airlines",\N,"R7","OCA","AROSCA","Venezuela","Y"
641,"Rossiya-Russian Airlines","Pulkovo Aviation Enterprise","FV","SDM","PULKOVO","Russia","Y"
683,"Air Botswana",\N,"BP","BOT","BOTSWANA","Botswana","Y"
690,"Air Foyle",\N,"GS","UPA","FOYLE","United Kingdom","Y"
692,"Air Tahiti",\N,"VT","VTA","AIR TAHITI","French Polynesia","Y"
751,"Air China",\N,"CA","CCA","AIR CHINA","China","Y"
753,"Aero Condor Peru",\N,"Q6","CDP","CONDOR-PERU","Peru","Y"
794,"Air Algerie",\N,"AH","DAH","AIR ALGERIE","Algeria","Y"
807,"Air Dolomiti",\N,"EN","DLA","DOLOMOTI","Italy","Y"
837,"Aer Lingus",\N,"EI","EIN","SHAMROCK","Ireland","Y"
839,"Alpi Eagles",\N,"E8","ELG","ALPI EAGLES","Italy","N"
879,"Air Pacific",\N,"FJ","FJI","PACIFIC","Fiji","Y"
881,"Atlantic Airways",\N,"RC","FLI","FAROELINE","Faroe Islands","Y"
882,"Air Florida",\N,"QH","FLZ","AIR FLORIDA","United States","Y"
896,"Air Iceland",\N,"NY","FXI","FAXI","Iceland","Y"
897,"Air Philippines",\N,"2P","GAP","ORIENT PACIFIC","Philippines","Y"
921,"Air Greenland",\N,"GL","GRL","GREENLAND","Denmark","Y"
970,"Air Bagan",\N,"W9","JAB","AIR BAGAN","Myanmar","Y"
995,"Atlasjet",\N,"KK","KKK","ATLASJET","Turkey","Y"
998,"Air Koryo",\N,"JS","KOR","AIR KORYO","Democratic People's Republic of Korea","Y"
1006,"Air Astana",\N,"KC","KZR","ASTANALINE","Kazakhstan","Y"
1008,"Albanian Airlines",\N,"LV","LBC","ALBANIAN","Albania","Y"
1034,"Aerolane",\N,"XL","LNE","LAN ECUADOR","Ecuador","Y"
1048,"Atlantis European Airways",\N,"TD","LUR","","Armenia","Y"
1057,"Air Mauritius",\N,"MK","MAU","AIRMAURITIUS","Mauritius","Y"
1066,"Air Madagascar",\N,"MD","MDG","AIR MADAGASCAR","Madagascar","Y"
1073,"Air Moldova",\N,"9U","MLD","AIR MOLDOVA","Moldova","Y"
1109,"Astair",\N,"8D","","","Russian Federation","Y"
1173,"Airbus France",\N,"4Y","RBU","AIRBUS FRANCE","France","N"
1191,"Air Austral",\N,"UU","REU","REUNION","France","Y"
1203,"Airlinair",\N,"A5","RLA","AIRLINAIR","France","Y"
1206,"Aero Lanka",\N,"QL","RLN","AERO LANKA","Sri Lanka","Y"
1230,"Aero-Service",\N,"BF","RSR","CONGOSERV","Republic of the Congo","Y"
1266,"Avient Aviation",\N,"Z3","SMJ","AVAVIA","Zimbabwe","Y"
1287,"Aircompany Yakutia",\N,"R3","SYL","AIR YAKUTIA","Russia","Y"
1290,"Aeromar",\N,"VW","TAO","TRANS-AEROMAR","Mexico","Y"
1299,"Arkefly",\N,"OR","TFL","ARKEFLY","Netherlands","Y"
1308,"Airlines PNG",\N,"CG","TOK","BALUS","Papua New Guinea","Y"
1316,"AirTran Airways",\N,"FL","TRS","CITRUS","United States","Y"
1317,"Air Transat",\N,"TS","TSC","TRANSAT","Canada","Y"
1338,"Aerolineas Galapagos (Aerogal)",\N,"2K","GLG","AEROGAL","Ecuador","Y"
1340,"Alrosa Mirny Air Enterprise",\N,"6R","DRU","MIRNY","Russia","Y"
1355,"British Airways",\N,"BA","BAW","SPEEDBIRD","United Kingdom","Y"
1359,"Biman Bangladesh Airlines",\N,"BG","BBC","BANGLADESH","Bangladesh","Y"
1392,"Benin Golf Air",\N,"A8","BGL","BENIN GOLF","Benin","N"
1401,"Belair Airlines",\N,"4T","BHP","BELAIR","Switzerland","Y"
1403,"Bahamasair",\N,"UP","BHS","BAHAMAS","Bahamas","Y"
1422,"Bangkok Airways",\N,"PG","BKP","BANGKOK AIR","Thailand","Y"
1434,"Bearskin Lake Air Service",\N,"JV","BLS","BEARSKIN","Canada","Y"
1441,"bmibaby",\N,"WW","BMI","BABY","United Kingdom","Y"
1463,"Blue Panorama Airlines",\N,"BV","BPA","BLUE PANOROMA","Italy","Y"
1469,"BRA-Transportes Aereos",\N,"7R","BRB","BRA-TRANSPAEREOS","Brazil","N"
1472,"Bering Air",\N,"8E","BRG","BERING AIR","United States","Y"
1478,"Belavia Belarusian Airlines",\N,"B2","BRU","BELARUS AVIA","Belarus","Y"
1492,"Big Sky Airlines",\N,"GQ","BSY","BIG SKY","United States","N"
1500,"Metro Batavia",\N,"7P","BTV","BATAVIA","Indonesia","Y"
1508,"Berjaya Air",\N,"J8","BVT","BERJAYA","Malaysia","Y"
1531,"Brussels Airlines","SN Brussels Airlines","SN","DAT","BEE-LINE","Belgium","Y"
1539,"Binter Canarias",\N,"NT","IBB","","Spain","Y"
1548,"Bulgaria Air",\N,"FB","LZB","FLYING BULGARIA","Bulgaria","Y"
1581,"CAL Cargo Air Lines",\N,"5C","ICL","CAL","Israel","Y"
1611,"Cameroon Airlines",\N,"UY","UYC","CAM-AIR","Cameroon","N"
1623,"Canadian North",\N,"5T","MPE","EMPRESS","Canada","Y"
1629,"Cape Air",\N,"9K","KAP","CAIR","United States","Y"
1654,"Cargoitalia",\N,"2G","CRG","WHITE PELICAN","Italy","N"
1663,"Caribbean Airlines",\N,"BW","BWA","CARIBBEAN AIRLINES","Trinidad and Tobago","Y"
1669,"Carpatair",\N,"V3","KRP","CARPATAIR","Romania","Y"
1680,"Cathay Pacific",\N,"CX","CPA","CATHAY","Hong Kong SAR of China","Y"
1682,"Cayman Airways",\N,"KX","CAY","CAYMAN","Cayman Islands","Y"
1683,"Cebu Pacific",\N,"5J","CEB","CEBU AIR","Philippines","Y"
1729,"Changan Airlines",\N,"2Z","CGN","CHANGAN","China","N"
1750,"Chicago Express",\N,"C8","WDY","WINDY CITY","United States","N"
1756,"China Airlines",\N,"CI","CAL","DYNASTY","Taiwan","Y"
1758,"China Eastern Airlines",\N,"MU","CES","CHINA EASTERN","China","Y"
1767,"China Southern Airlines",\N,"CZ","CSN","CHINA SOUTHERN","China","Y"
1769,"China United Airlines",\N,"HR","CUA","LIANHANG","China","Y"
1775,"Chitaavia",\N,"X7","CHF","CHITA","Russia","N"
1780,"Cielos Airlines",\N,"A2","CIU","CIELOS","Peru","N"
1790,"City Connexion Airlines",\N,"G3","CIX","CONNEXION","Burundi","Y"
1792,"CityJet",\N,"WX","BCY","CITY-IRELAND","Ireland","Y"
1829,"Comair",\N,"MN","CAW","COMMERCIAL","South Africa","Y"
1844,"Comores Airlines",\N,"KR","CWK","CONTICOM","Comoros","Y"
1868,"Condor Flugdienst",\N,"DE","CFG","CONDOR","Germany","Y"
1886,"Conviasa",\N,"V0","VCV","CONVIASA","Venezuela","Y"
1889,"Copa Airlines",\N,"CM","CMP","COPA","Panama","Y"
1908,"Corsairfly",\N,"SS","CRL","CORSAIR","France","Y"
1909,"Corse-Mediterranee",\N,"XK","CCM","CORSICA","France","Y"
1910,"Cosmic Air",\N,"F5","COZ","COSMIC AIR","Nepal","N"
1925,"Croatia Airlines",\N,"OU","CTN","CROATIA","Croatia","Y"
1936,"Cubana de Aviación",\N,"CU","CUB","CUBANA","Cuba","Y"
1942,"Cyprus Airways",\N,"CY","CYP","CYPRUS","Cyprus","Y"
1943,"Cyprus Turkish Airlines",\N,"YK","","","Turkey","Y"
1946,"Czech Airlines","CSA Czech Airlines","OK","CSA","CSA-LINES","Czech Republic","Y"
1954,"DAT Danish Air Transport",\N,"DX","DTR","DANISH","Denmark","Y"
1966,"Daallo Airlines",\N,"D3","DAO","DALO AIRLINES","Djibouti","Y"
2009,"Delta Air Lines",\N,"DL","DAL","DELTA","United States","Y"
2056,"Dragonair",\N,"KA","HDA"," Hong Kong Dragon Airlines","DRAGON","Y"
2058,"Druk Air",\N,"KB","DRK","ROYAL BHUTAN","Bhutan","Y"
2091,"EVA Air",\N,"BR","EVA","EVA","Taiwan","Y"
2094,"Eagle Air",\N,"H7","","","Uganda","Y"
2104,"East African",\N,"QU","UGX","CRANE","Uganda","Y"
2117,"Eastern Airways",\N,"T3","EZE","EASTFLIGHT","United Kingdom","Y"
2143,"Egyptair",\N,"MS","MSR","EGYPTAIR","Egypt","Y"
2150,"El Al Israel Airlines",\N,"LY","ELY","ELAL","Israel","Y"
2183,"Emirates","Emirates Airlines","EK","UAE","EMIRATES","United Arab Emirates","Y"
2193,"Empresa Ecuatoriana De Aviacion",\N,"EU","EEA","ECUATORIANA","Ecuador","Y"
2217,"Estafeta Carga Aerea",\N,"E7","ESF","","Mexico","N"
2218,"Estonian Air",\N,"OV","ELL","ESTONIAN","Estonia","Y"
2220,"Ethiopian Airlines",\N,"ET","ETH","ETHIOPIAN","Ethiopia","Y"
2222,"Etihad Airways",\N,"EY","ETD","ETIHAD","United Arab Emirates","Y"
2226,"Euro Exec Express",\N,"RZ","","","Sweden","Y"
2245,"Eurolot",\N,"K2","ELO","EUROLOT","Poland","Y"
2260,"Eurowings",\N,"EW","EWG","EUROWINGS","Germany","Y"
2264,"Excel Airways",\N,"JN","XLA","EXPO","United Kingdom","Y"
2293,"Express One International",\N,"EO","LHN","LONGHORN","United States","Y"
2297,"easyJet","EasyJet Airline","U2","EZY","EASY","United Kingdom","Y"
2324,"Far Eastern Air Transport",\N,"EF","EFA","Far Eastern","Taiwan","Y"
2350,"Finnair",\N,"AY","FIN","FINNAIR","Finland","Y"
2353,"Firefly",\N,"FY","FFM","FIREFLY","Malaysia","Y"
2354,"First Air",\N,"7F","FAB","","Canada","Y"
2395,"Flightline",\N,"B5","FLT","FLIGHTLINE","United Kingdom","Y"
2409,"Fly Air",\N,"F2","FLM","FLY WORLD","Turkey","N"
2417,"AirAsia X","FlyAsianXpress","D7","XAX","XANADU","Malaysia","Y"
2418,"FlyLal",\N,"TE","LIL","LITHUANIA AIR","Lithuania","Y"
2419,"FlyNordic",\N,"LF","NDC","NORDIC","Sweden","Y"
2420,"Flybaboo",\N,"F7","BBO","BABOO","Switzerland","Y"
2421,"Flybe",\N,"BE","BEE","JERSEY","United Kingdom","Y"
2439,"Formosa Airlines",\N,"VY","FOS","","Taiwan","Y"
2468,"Frontier Airlines",\N,"F9","FFT","FRONTIER FLIGHT","United States","Y"
2520,"Garuda Indonesia",\N,"GA","GIA","INDONESIA","Indonesia","Y"
2524,"Gazpromavia",\N,"4G","GZP","GAZPROMAVIA","Russia","Y"
2538,"Georgian Airways",\N,"A9","TGZ","TAMAZI","Georgia","Y"
2541,"Georgian National Airlines",\N,"QB","GFG","NATIONAL","Georgia","Y"
2547,"Germania",\N,"ST","GMI","GERMANIA","Germany","Y"
2548,"Germanwings",\N,"4U","GWI","GERMAN WINGS","Germany","Y"
2575,"Go Air",\N,"G8","GOW","GOAIR","India","Y"
2585,"Golden Air",\N,"DC","GAO","GOLDEN","Sweden","Y"
2607,"Great Lakes Airlines",\N,"ZK","GLA","LAKES AIR","United States","Y"
2622,"Grupo TACA","TACA","TA","TAT","TACA-COSTARICA","Costa Rica","Y"
2638,"Gulf Air Bahrain",\N,"GF","GBA","GULF BAHRAIN","Bahrain","Y"
2660,"Hainan Airlines",\N,"HU","CHH","HAINAN","China","Y"
2681,"TUIfly",\N,"X3","HLX","YELLOW CAB","Germany","Y"
2682,"Hapagfly",\N,"HF","HLF","HAPAG LLOYD","Germany","Y"
2684,"Harmony Airways",\N,"HQ","HMY","HARMONY","Canada","N"
2688,"Hawaiian Airlines",\N,"HA","HAL","HAWAIIAN","United States","Y"
2692,"Hawkair",\N,"BH","","","Canada","Y"
2731,"Helijet",\N,"JB","JBA","HELIJET","Canada","Y"
2748,"Hello",\N,"HW","FHE","FLYHELLO","Switzerland","Y"
2750,"Helvetic Airways",\N,"2L","OAW","HELVETIC","Switzerland","Y"
2757,"Hex'Air",\N,"UD","HER","HEX AIRLINE","France","Y"
2765,"Hokkaido International Airlines",\N,"HD","ADO","AIR DO","Japan","Y"
2773,"Hong Kong Airlines",\N,"HX","CRK","BAUHINIA","Hong Kong SAR of China","Y"
2774,"Hong Kong Express Airways",\N,"UO","HKE","HONGKONG SHUTTLE","Hong Kong SAR of China","Y"
2822,"Iberia Airlines",\N,"IB","IBE","IBERIA","Spain","Y"
2825,"Iberworld",\N,"TY","IWD","","Spain","Y"
2826,"Ibex Airlines",\N,"FW","IBX","IBEX","Japan","Y"
2835,"Icelandair",\N,"FI","ICE","ICEAIR","Iceland","Y"
2850,"IndiGo Airlines",\N,"6E","IGO","IFLY","India","Y"
2857,"Indonesia AirAsia",\N,"QZ","AWQ","WAGON AIR","Indonesia","Y"
2881,"Interair South Africa",\N,"D6","ILN","INLINE","South Africa","Y"
2896,"Interlink Airlines",\N,"ID","ITK","INTERLINK","South Africa","Y"
2916,"Intersky",\N,"3L","ISK","INTERSKY","Austria","Y"
2917,"Interstate Airline",\N,"I4","FWA","FREEWAYAIR","Netherlands","N"
2922,"Iran Air",\N,"IR","IRA","IRANAIR","Iran","Y"
2923,"Iran Aseman Airlines",\N,"EP","IRC","","Iran","Y"
2942,"Cargo Plus Aviation",\N,"8L","CGP","","United Arab Emirates","Y"
2951,"Isles of Scilly Skybus",\N,"","IOS","SCILLONIA","United Kingdom","N"
2954,"Israir",\N,"6H","ISR","ISRAIR","Israel","Y"
2987,"Japan Airlines","JAL Japan Airlines","JL","JAL","JAPANAIR","Japan","Y"
2989,"Japan Asia Airways",\N,"EG","JAA","ASIA","Japan","Y"
2990,"Japan Transocean Air",\N,"NU","JTA","JAI OCEAN","Japan","Y"
2991,"Jat Airways",\N,"JU","JAT","JAT","Serbia","Y"
2993,"Jazeera Airways",\N,"J9","JZR","JAZEERA","Kuwait","Y"
2994,"Jeju Air",\N,"7C","JJA","JEJU AIR","Republic of Korea","Y"
3000,"Jet Airways",\N,"9W","JAI","JET AIRWAYS","India","Y"
3021,"Jetstar Asia Airways",\N,"3K","JSA","JETSTAR ASIA","Singapore","Y"
3026,"Jet2.com",\N,"LS","EXS","CHANNEX","United Kingdom","Y"
3029,"JetBlue Airways",\N,"B6","JBU","JETBLUE","United States","Y"
3052,"Jetstar Airways",\N,"JQ","JST","JETSTAR","Australia","Y"
3081,"Juneyao Airlines",\N,"HO","DKH","JUNEYAO AIRLINES","China","Y"
3090,"KLM Royal Dutch Airlines",\N,"KL","KLM","KLM","Netherlands","Y"
3097,"Kam Air",\N,"RQ","KMF","KAMGAR","Afghanistan","Y"
3098,"Kampuchea Airlines",\N,"E2","KMP","KAMPUCHEA","Cambodia","N"
3123,"Kenmore Air",\N,"M5","KEN","KENMORE","United States","Y"
3126,"Kenya Airways",\N,"KQ","KQA","KENYA","Kenya","Y"
3148,"Kish Air",\N,"Y9","IRK","KISHAIR","Iran","Y"
3163,"Korean Air",\N,"KE","KAL","KOREANAIR","Republic of Korea","Y"
3179,"Kuwait Airways",\N,"KU","KAC","KUWAITI","Kuwait","Y"
3197,"LACSA",\N,"LR","LRC","LACSA","Costa Rica","Y"
3200,"LAN Airlines",\N,"LA","LAN","LAN","Chile","Y"
3201,"LAN Argentina",\N,"4M","DSM","LAN AR","Argentina","Y"
3210,"LOT Polish Airlines",\N,"LO","LOT","POLLOT","Poland","Y"
3213,"LTU International",\N,"LT","LTU","LTU","Germany","Y"
3233,"Lao Airlines",\N,"QV","LAO","LAO","Lao Peoples Democratic Republic","Y"
3251,"Leeward Islands Air Transport",\N,"LI","LIA","LIAT","Antigua and Barbuda","Y"
3258,"Libyan Arab Airlines",\N,"LN","LAA","LIBAIR","Libya","Y"
3287,"Linhas A",\N,"LM","LAM","MOZAMBIQUE","Mozambique","Y"
3290,"Lion Mentari Airlines",\N,"JT","LNI","LION INTER","Indonesia","Y"
3320,"Lufthansa",\N,"LH","DLH","LUFTHANSA","Germany","Y"
3329,"Luxair",\N,"LG","LGL","LUXAIR","Luxembourg","Y"
3342,"L",\N,"MJ","LPR","LAPA","Argentina","Y"
3354,"MIAT Mongolian Airlines",\N,"OM","MGL","MONGOL AIR","Mongolia","Y"
3370,"Mahan Air",\N,"W5","IRM","MAHAN AIR","Iran","Y"
3378,"Malaysia Airlines",\N,"MH","MAS","MALAYSIAN","Malaysia","Y"
3386,"Malmö Aviation",\N,"TF","SCW","Scanwings","Sweden","Y"
3391,"Mandala Airlines",\N,"RI","MDL","MANDALA","Indonesia","Y"
3392,"Mandarin Airlines",\N,"AE","MDA","Mandarin","Taiwan","Y"
3393,"Mango",\N,"JE","MNO","TULCA","South Africa","Y"
3432,"Maxair",\N,"8M","MXL","MAXAIR","Sweden","Y"
3437,"Maya Island Air",\N,"MW","MYD","MYLAND","Belize","Y"
3463,"Meridiana",\N,"IG","ISS","MERAIR","Italy","Y"
3490,"Middle East Airlines",\N,"ME","MEA","CEDAR JET","Lebanon","Y"
3498,"Midwest Airlines (Egypt)",\N,"MY","MWA","","Egypt","Y"
3534,"Myway Airlines",\N,"8I","","","Italy","Y"
3539,"Montenegro Airlines",\N,"YM","MGX","MONTAIR","Montenegro","Y"
3545,"Moskovia Airlines",\N,"3R","GAI","GROMOV AIRLINE","Russia","Y"
3547,"Motor Sich",\N,"M9","MSI","MOTOR SICH","Ukraine","Y"
3574,"NHT Lineas Aereas",\N,"","NHG","HELGA","Brazil","N"
3589,"Nasair",\N,"UE","NAS","NASAIRWAYS","Eritrea","Y"
3613,"Nationwide Airlines",\N,"CE","NTW","NATIONWIDE","South Africa","Y"
3618,"Nauru Air Corporation",\N,"ON","RON","AIR NAURU","Nauru","Y"
3637,"Nepal Airlines",\N,"RA","RNA","ROYAL NEPAL","Nepal","Y"
3652,"NextJet",\N,"2N","NTJ","NEXTJET","Sweden","Y"
3661,"Niki",\N,"HG","NLY","FLYNIKI","Austria","Y"
3674,"Nok Air",\N,"DD","NOK","NOK AIR","Thailand","Y"
3721,"Northern Dene Airways",\N,"U7","","","Canada","Y"
3734,"Northwestern Air",\N,"J3","PLR","POLARIS","Canada","Y"
3737,"Norwegian Air Shuttle",\N,"DY","NAX","NOR SHUTTLE","Norway","Y"
3740,"Nouvel Air Tunisie",\N,"BJ","LBT","NOUVELAIR","Tunisia","Y"
3754,"Nas Air",\N,"XY","KNE","NAS EXPRESS","Saudi Arabia","Y"
3764,"Oceanair",\N,"O6","ONE","OCEANAIR","Brazil","Y"
3776,"Olympic Airlines",\N,"OA","OAL","OLYMPIC","Greece","Y"
3778,"Oman Air",\N,"WY","OMA","OMAN AIR","Oman","Y"
3781,"Omni Air International",\N,"OY","OAE","OMNI-EXPRESS","United States","Y"
3783,"Omskavia Airline",\N,"N3","OMS","OMSK","Russia","N"
3788,"Onur Air",\N,"8Q","OHY","ONUR AIR","Turkey","Y"
3805,"Orenburg Airlines",\N,"R2","ORB","ORENBURG","Russia","Y"
3811,"Orient Thai Airlines",\N,"OX","OEA","ORIENT THAI","Thailand","Y"
3826,"Overland Airways",\N,"OJ","OLA","OVERLAND","Nigeria","Y"
